sample,bacteria,without_pretreatment_abundance,with_pretreatment_abundance
942,Metalachnospira sp900548595,0,0.000512548390598
942,Oribacterium parvum,0,0.000512548390598
942,Pauljensenia odontolytica_B,0,0.0005035034189992
942,Actinomyces sp915069725,0,0.0005035034189992
942,Enterococcus faecalis,0,0.0004974734379334
942,Jutongia sp003524945,0,0.0004884284663346
942,CAG-269 sp000437215,0,0.0004733535136699
942,Streptococcus infantis,0,0.000470338523137
942,CAG-882 sp003486385,0,0.000470338523137
942,Bulleidia sp937910655,0,0.0004673235326041
942,Alistipes onderdonkii,0,0.0004673235326041
942,Prevotella sp900548745,0,0.0004612935515382
942,Streptococcus mitis_Q,0,0.0004522485799394
942,Bifidobacterium longum,0,0.0004371736272748
942,Coprococcus_A catus,0,0.0004341586367418
942,HGM11808 sp900757025,0,0.000428128655676
942,Clostridium_A leptum,0,0.000428128655676
942,Dialister hominis,0,0.0004220986746101
942,Haemophilus_D parainfluenzae_Y,0,0.0004190836840772
942,Streptococcus sanguinis_H,0,0.0004160686935443
942,Ruminococcoides intestinale,0,0.0004160686935443
942,Lachnospira sp000437735,0,0.0004040087314125
942,Prevotella rara,0,0.0004009937408796
942,Blautia_A schinkii_B,0,0.0004009937408796
942,Veillonella sp915069625,0,0.0003979787503467
942,Streptococcus sp001072385,0,0.0003949637598137
942,Moryella longum_A,0,0.0003919487692808
942,Leuconostoc lactis,0,0.000385918788215
942,Rothia mucilaginosa_B,0,0.000382903797682
942,Pauljensenia dentiphila,0,0.0003798888071491
942,Limisoma sp000437795,0,0.0003768738166162
942,Blautia celeris,0,0.0003768738166162
942,Streptococcus sp905221115,0,0.0003738588260832
942,Klebsiella variicola,0,0.0003708438355503
942,Oribacterium sinus_B,0,0.0003708438355503
942,Lachnoanaerobaculum sp000296385,0,0.0003648138544844
942,Streptococcus cristatus_I,0,0.0003617988639515
942,Eubacterium_F sp003491505,0,0.0003617988639515
942,Haemophilus_D parainfluenzae,0,0.0003557688828857
942,Lentihominibacter faecis,0,0.0003497389018198
942,Amedibacillus dolichus,0,0.0003467239112869
